GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0000122	negative regulation of transcription fro...	50	0	0,13	1.0000
GO:0000132	establishment of mitotic spindle orienta...	1	0	0	1.0000
GO:0000154	rRNA modification	1	0	0	1.0000
GO:0000165	MAPK cascade	70	0	0,18	1.0000
GO:0000184	nuclear-transcribed mRNA catabolic proce...	17	0	0,04	1.0000
GO:0000186	activation of MAPKK activity	7	0	0,02	1.0000
GO:0000187	activation of MAPK activity	15	0	0,04	1.0000
GO:0000188	inactivation of MAPK activity	3	0	0,01	1.0000
GO:0000209	protein polyubiquitination	18	0	0,05	1.0000
GO:0000226	microtubule cytoskeleton organization	34	0	0,09	1.0000
GO:0000245	spliceosomal complex assembly	4	0	0,01	1.0000
GO:0000255	allantoin metabolic process	1	0	0	1.0000
GO:0000266	mitochondrial fission	2	0	0,01	1.0000
GO:0000271	polysaccharide biosynthetic process	6	0	0,02	1.0000
GO:0000272	polysaccharide catabolic process	2	0	0,01	1.0000
GO:0000278	mitotic cell cycle	81	0	0,21	1.0000
GO:0000279	M phase	1	0	0	1.0000
GO:0000280	nuclear division	54	0	0,14	1.0000
GO:0000281	mitotic cytokinesis	3	0	0,01	1.0000
GO:0000288	nuclear-transcribed mRNA catabolic proce...	12	0	0,03	1.0000
GO:0000289	nuclear-transcribed mRNA poly(A) tail sh...	7	0	0,02	1.0000
GO:0000291	nuclear-transcribed mRNA catabolic proce...	7	0	0,02	1.0000
GO:0000296	spermine transport	1	0	0	1.0000
GO:0000301	retrograde transport, vesicle recycling ...	1	0	0	1.0000
GO:0000302	response to reactive oxygen species	11	0	0,03	1.0000
GO:0000320	re-entry into mitotic cell cycle	1	0	0	1.0000
GO:0000375	RNA splicing, via transesterification re...	21	0	0,06	1.0000
GO:0000377	RNA splicing, via transesterification re...	21	0	0,06	1.0000
GO:0000380	alternative mRNA splicing, via spliceoso...	6	0	0,02	1.0000
GO:0000381	regulation of alternative mRNA splicing,...	4	0	0,01	1.0000
GO:0000387	spliceosomal snRNP assembly	4	0	0,01	1.0000
GO:0000389	mRNA 3'-splice site recognition	1	0	0	1.0000
GO:0000394	RNA splicing, via endonucleolytic cleava...	1	0	0	1.0000
GO:0000398	mRNA splicing, via spliceosome	21	0	0,06	1.0000
GO:0000447	endonucleolytic cleavage in ITS1 to sepa...	1	0	0	1.0000
GO:0000460	maturation of 5.8S rRNA	2	0	0,01	1.0000
GO:0000461	endonucleolytic cleavage to generate mat...	1	0	0	1.0000
GO:0000462	maturation of SSU-rRNA from tricistronic...	1	0	0	1.0000
GO:0000466	maturation of 5.8S rRNA from tricistroni...	1	0	0	1.0000
GO:0000469	cleavage involved in rRNA processing	1	0	0	1.0000
GO:0000478	endonucleolytic cleavage involved in rRN...	1	0	0	1.0000
GO:0000479	endonucleolytic cleavage of tricistronic...	1	0	0	1.0000
GO:0000578	embryonic axis specification	5	0	0,01	1.0000
GO:0000710	meiotic mismatch repair	1	0	0	1.0000
GO:0000712	resolution of meiotic recombination inte...	2	0	0,01	1.0000
GO:0000715	nucleotide-excision repair, DNA damage r...	1	0	0	1.0000
GO:0000718	nucleotide-excision repair, DNA damage r...	4	0	0,01	1.0000
GO:0000722	telomere maintenance via recombination	1	0	0	1.0000
GO:0000723	telomere maintenance	5	0	0,01	1.0000
GO:0000724	double-strand break repair via homologou...	2	0	0,01	1.0000
GO:0000725	recombinational repair	2	0	0,01	1.0000
GO:0000726	non-recombinational repair	3	0	0,01	1.0000
GO:0000729	DNA double-strand break processing	1	0	0	1.0000
GO:0000737	DNA catabolic process, endonucleolytic	8	0	0,02	1.0000
GO:0000738	DNA catabolic process, exonucleolytic	2	0	0,01	1.0000
GO:0000768	syncytium formation by plasma membrane f...	2	0	0,01	1.0000
GO:0000819	sister chromatid segregation	8	0	0,02	1.0000
GO:0000902	cell morphogenesis	120	0	0,32	1.0000
GO:0000904	cell morphogenesis involved in different...	85	0	0,22	1.0000
GO:0000910	cytokinesis	10	0	0,03	1.0000
GO:0000917	barrier septum assembly	1	0	0	1.0000
GO:0000956	nuclear-transcribed mRNA catabolic proce...	27	0	0,07	1.0000
GO:0000959	mitochondrial RNA metabolic process	2	0	0,01	1.0000
GO:0000963	mitochondrial RNA processing	1	0	0	1.0000
GO:0000964	mitochondrial RNA 5'-end processing	1	0	0	1.0000
GO:0000966	RNA 5'-end processing	1	0	0	1.0000
GO:0001101	response to acid	25	0	0,07	1.0000
GO:0001501	skeletal system development	51	0	0,13	1.0000
GO:0001502	cartilage condensation	1	0	0	1.0000
GO:0001503	ossification	36	0	0,09	1.0000
GO:0001504	neurotransmitter uptake	4	0	0,01	1.0000
GO:0001505	regulation of neurotransmitter levels	15	0	0,04	1.0000
GO:0001507	acetylcholine catabolic process in synap...	1	0	0	1.0000
GO:0001508	action potential	19	0	0,05	1.0000
GO:0001510	RNA methylation	1	0	0	1.0000
GO:0001514	selenocysteine incorporation	2	0	0,01	1.0000
GO:0001516	prostaglandin biosynthetic process	2	0	0,01	1.0000
GO:0001519	peptide amidation	1	0	0	1.0000
GO:0001522	pseudouridine synthesis	2	0	0,01	1.0000
GO:0001523	retinoid metabolic process	3	0	0,01	1.0000
GO:0001525	angiogenesis	44	0	0,12	1.0000
GO:0001539	ciliary or bacterial-type flagellar moti...	5	0	0,01	1.0000
GO:0001541	ovarian follicle development	4	0	0,01	1.0000
GO:0001546	preantral ovarian follicle growth	1	0	0	1.0000
GO:0001547	antral ovarian follicle growth	1	0	0	1.0000
GO:0001553	luteinization	1	0	0	1.0000
GO:0001554	luteolysis	2	0	0,01	1.0000
GO:0001555	oocyte growth	1	0	0	1.0000
GO:0001556	oocyte maturation	2	0	0,01	1.0000
GO:0001558	regulation of cell growth	34	0	0,09	1.0000
GO:0001561	fatty acid alpha-oxidation	1	0	0	1.0000
GO:0001562	response to protozoan	3	0	0,01	1.0000
GO:0001568	blood vessel development	56	0	0,15	1.0000
GO:0001569	patterning of blood vessels	4	0	0,01	1.0000
GO:0001570	vasculogenesis	11	0	0,03	1.0000
GO:0001573	ganglioside metabolic process	3	0	0,01	1.0000
GO:0001574	ganglioside biosynthetic process	1	0	0	1.0000
GO:0001578	microtubule bundle formation	6	0	0,02	1.0000
GO:0001580	detection of chemical stimulus involved ...	3	0	0,01	1.0000
GO:0001649	osteoblast differentiation	19	0	0,05	1.0000
GO:0001654	eye development	37	0	0,1	1.0000
GO:0001655	urogenital system development	40	0	0,11	1.0000
GO:0001656	metanephros development	14	0	0,04	1.0000
GO:0001657	ureteric bud development	10	0	0,03	1.0000
GO:0001658	branching involved in ureteric bud morph...	5	0	0,01	1.0000
GO:0001659	temperature homeostasis	4	0	0,01	1.0000
GO:0001661	conditioned taste aversion	2	0	0,01	1.0000
GO:0001662	behavioral fear response	5	0	0,01	1.0000
GO:0001666	response to hypoxia	21	0	0,06	1.0000
GO:0001667	ameboidal cell migration	25	0	0,07	1.0000
GO:0001675	acrosome assembly	1	0	0	1.0000
GO:0001676	long-chain fatty acid metabolic process	8	0	0,02	1.0000
GO:0001678	cellular glucose homeostasis	7	0	0,02	1.0000
GO:0001680	tRNA 3'-terminal CCA addition	1	0	0	1.0000
GO:0001692	histamine metabolic process	1	0	0	1.0000
GO:0001696	gastric acid secretion	3	0	0,01	1.0000
GO:0001697	histamine-induced gastric acid secretion	1	0	0	1.0000
GO:0001698	gastrin-induced gastric acid secretion	1	0	0	1.0000
GO:0001701	in utero embryonic development	28	0	0,07	1.0000
GO:0001702	gastrulation with mouth forming second	5	0	0,01	1.0000
GO:0001704	formation of primary germ layer	6	0	0,02	1.0000
GO:0001706	endoderm formation	4	0	0,01	1.0000
GO:0001707	mesoderm formation	3	0	0,01	1.0000
GO:0001708	cell fate specification	6	0	0,02	1.0000
GO:0001709	cell fate determination	5	0	0,01	1.0000
GO:0001711	endodermal cell fate commitment	3	0	0,01	1.0000
GO:0001714	endodermal cell fate specification	2	0	0,01	1.0000
GO:0001736	establishment of planar polarity	5	0	0,01	1.0000
GO:0001738	morphogenesis of a polarized epithelium	5	0	0,01	1.0000
GO:0001754	eye photoreceptor cell differentiation	5	0	0,01	1.0000
GO:0001755	neural crest cell migration	3	0	0,01	1.0000
GO:0001756	somitogenesis	2	0	0,01	1.0000
GO:0001759	organ induction	5	0	0,01	1.0000
GO:0001763	morphogenesis of a branching structure	22	0	0,06	1.0000
GO:0001764	neuron migration	12	0	0,03	1.0000
GO:0001765	membrane raft assembly	1	0	0	1.0000
GO:0001766	membrane raft polarization	1	0	0	1.0000
GO:0001767	establishment of lymphocyte polarity	1	0	0	1.0000
GO:0001768	establishment of T cell polarity	1	0	0	1.0000
GO:0001771	immunological synapse formation	2	0	0,01	1.0000
GO:0001773	myeloid dendritic cell activation	5	0	0,01	1.0000
GO:0001774	microglial cell activation	1	0	0	1.0000
GO:0001775	cell activation	90	0	0,24	1.0000
GO:0001776	leukocyte homeostasis	4	0	0,01	1.0000
GO:0001778	plasma membrane repair	1	0	0	1.0000
GO:0001779	natural killer cell differentiation	1	0	0	1.0000
GO:0001780	neutrophil homeostasis	1	0	0	1.0000
GO:0001782	B cell homeostasis	2	0	0,01	1.0000
GO:0001783	B cell apoptotic process	3	0	0,01	1.0000
GO:0001787	natural killer cell proliferation	1	0	0	1.0000
GO:0001806	type IV hypersensitivity	1	0	0	1.0000
GO:0001807	regulation of type IV hypersensitivity	1	0	0	1.0000
GO:0001808	negative regulation of type IV hypersens...	1	0	0	1.0000
GO:0001816	cytokine production	59	0	0,16	1.0000
GO:0001817	regulation of cytokine production	52	0	0,14	1.0000
GO:0001818	negative regulation of cytokine producti...	18	0	0,05	1.0000
GO:0001819	positive regulation of cytokine producti...	34	0	0,09	1.0000
GO:0001820	serotonin secretion	1	0	0	1.0000
GO:0001822	kidney development	31	0	0,08	1.0000
GO:0001823	mesonephros development	2	0	0,01	1.0000
GO:0001824	blastocyst development	3	0	0,01	1.0000
GO:0001825	blastocyst formation	3	0	0,01	1.0000
GO:0001829	trophectodermal cell differentiation	2	0	0,01	1.0000
GO:0001836	release of cytochrome c from mitochondri...	8	0	0,02	1.0000
GO:0001837	epithelial to mesenchymal transition	11	0	0,03	1.0000
GO:0001838	embryonic epithelial tube formation	12	0	0,03	1.0000
GO:0001840	neural plate development	1	0	0	1.0000
GO:0001841	neural tube formation	7	0	0,02	1.0000
GO:0001843	neural tube closure	7	0	0,02	1.0000
GO:0001845	phagolysosome assembly	1	0	0	1.0000
GO:0001865	NK T cell differentiation	3	0	0,01	1.0000
GO:0001866	NK T cell proliferation	1	0	0	1.0000
GO:0001867	complement activation, lectin pathway	1	0	0	1.0000
GO:0001878	response to yeast	2	0	0,01	1.0000
GO:0001880	Mullerian duct regression	1	0	0	1.0000
GO:0001881	receptor recycling	3	0	0,01	1.0000
GO:0001885	endothelial cell development	6	0	0,02	1.0000
GO:0001886	endothelial cell morphogenesis	1	0	0	1.0000
GO:0001887	selenium compound metabolic process	1	0	0	1.0000
GO:0001889	liver development	10	0	0,03	1.0000
GO:0001890	placenta development	14	0	0,04	1.0000
GO:0001892	embryonic placenta development	9	0	0,02	1.0000
GO:0001893	maternal placenta development	3	0	0,01	1.0000
GO:0001894	tissue homeostasis	26	0	0,07	1.0000
GO:0001895	retina homeostasis	7	0	0,02	1.0000
GO:0001897	cytolysis by symbiont of host cells	1	0	0	1.0000
GO:0001905	activation of membrane attack complex	1	0	0	1.0000
GO:0001906	cell killing	6	0	0,02	1.0000
GO:0001907	killing by symbiont of host cells	1	0	0	1.0000
GO:0001909	leukocyte mediated cytotoxicity	4	0	0,01	1.0000
GO:0001910	regulation of leukocyte mediated cytotox...	4	0	0,01	1.0000
GO:0001911	negative regulation of leukocyte mediate...	1	0	0	1.0000
GO:0001912	positive regulation of leukocyte mediate...	3	0	0,01	1.0000
GO:0001913	T cell mediated cytotoxicity	3	0	0,01	1.0000
GO:0001914	regulation of T cell mediated cytotoxici...	3	0	0,01	1.0000
GO:0001915	negative regulation of T cell mediated c...	1	0	0	1.0000
GO:0001916	positive regulation of T cell mediated c...	2	0	0,01	1.0000
GO:0001919	regulation of receptor recycling	2	0	0,01	1.0000
GO:0001920	negative regulation of receptor recyclin...	1	0	0	1.0000
GO:0001921	positive regulation of receptor recyclin...	1	0	0	1.0000
GO:0001932	regulation of protein phosphorylation	113	0	0,3	1.0000
GO:0001933	negative regulation of protein phosphory...	26	0	0,07	1.0000
GO:0001934	positive regulation of protein phosphory...	81	0	0,21	1.0000
GO:0001935	endothelial cell proliferation	10	0	0,03	1.0000
GO:0001936	regulation of endothelial cell prolifera...	9	0	0,02	1.0000
GO:0001937	negative regulation of endothelial cell ...	1	0	0	1.0000
GO:0001938	positive regulation of endothelial cell ...	8	0	0,02	1.0000
GO:0001941	postsynaptic membrane organization	3	0	0,01	1.0000
GO:0001942	hair follicle development	7	0	0,02	1.0000
GO:0001944	vasculature development	57	0	0,15	1.0000
GO:0001945	lymph vessel development	3	0	0,01	1.0000
GO:0001946	lymphangiogenesis	2	0	0,01	1.0000
GO:0001947	heart looping	6	0	0,02	1.0000
GO:0001952	regulation of cell-matrix adhesion	10	0	0,03	1.0000
GO:0001953	negative regulation of cell-matrix adhes...	4	0	0,01	1.0000
GO:0001954	positive regulation of cell-matrix adhes...	3	0	0,01	1.0000
GO:0001957	intramembranous ossification	1	0	0	1.0000
GO:0001958	endochondral ossification	2	0	0,01	1.0000
GO:0001959	regulation of cytokine-mediated signalin...	10	0	0,03	1.0000
GO:0001960	negative regulation of cytokine-mediated...	6	0	0,02	1.0000
GO:0001961	positive regulation of cytokine-mediated...	3	0	0,01	1.0000
GO:0001963	synaptic transmission, dopaminergic	4	0	0,01	1.0000
GO:0001964	startle response	4	0	0,01	1.0000
GO:0001967	suckling behavior	1	0	0	1.0000
GO:0001969	regulation of activation of membrane att...	1	0	0	1.0000
GO:0001970	positive regulation of activation of mem...	1	0	0	1.0000
GO:0001973	adenosine receptor signaling pathway	3	0	0,01	1.0000
GO:0001974	blood vessel remodeling	7	0	0,02	1.0000
GO:0001975	response to amphetamine	5	0	0,01	1.0000
GO:0001976	neurological system process involved in ...	2	0	0,01	1.0000
GO:0001977	renal system process involved in regulat...	2	0	0,01	1.0000
GO:0001978	regulation of systemic arterial blood pr...	1	0	0	1.0000
GO:0001980	regulation of systemic arterial blood pr...	1	0	0	1.0000
GO:0001982	baroreceptor response to decreased syste...	1	0	0	1.0000
GO:0001987	vasoconstriction of artery involved in b...	1	0	0	1.0000
GO:0001990	regulation of systemic arterial blood pr...	6	0	0,02	1.0000
GO:0001991	regulation of systemic arterial blood pr...	4	0	0,01	1.0000
GO:0001993	regulation of systemic arterial blood pr...	3	0	0,01	1.0000
GO:0001996	positive regulation of heart rate by epi...	2	0	0,01	1.0000
GO:0001997	positive regulation of the force of hear...	1	0	0	1.0000
GO:0001999	renal response to blood flow involved in...	2	0	0,01	1.0000
GO:0002001	renin secretion into blood stream	2	0	0,01	1.0000
GO:0002002	regulation of angiotensin levels in bloo...	2	0	0,01	1.0000
GO:0002003	angiotensin maturation	2	0	0,01	1.0000
GO:0002009	morphogenesis of an epithelium	39	0	0,1	1.0000
GO:0002011	morphogenesis of an epithelial sheet	5	0	0,01	1.0000
GO:0002014	vasoconstriction of artery involved in i...	1	0	0	1.0000
GO:0002016	regulation of blood volume by renin-angi...	2	0	0,01	1.0000
GO:0002018	renin-angiotensin regulation of aldoster...	1	0	0	1.0000
GO:0002021	response to dietary excess	2	0	0,01	1.0000
GO:0002023	reduction of food intake in response to ...	1	0	0	1.0000
GO:0002024	diet induced thermogenesis	1	0	0	1.0000
GO:0002025	vasodilation by norepinephrine-epinephri...	1	0	0	1.0000
GO:0002026	regulation of the force of heart contrac...	2	0	0,01	1.0000
GO:0002027	regulation of heart rate	7	0	0,02	1.0000
GO:0002028	regulation of sodium ion transport	8	0	0,02	1.0000
GO:0002029	desensitization of G-protein coupled rec...	3	0	0,01	1.0000
GO:0002031	G-protein coupled receptor internalizati...	2	0	0,01	1.0000
GO:0002032	desensitization of G-protein coupled rec...	1	0	0	1.0000
GO:0002034	regulation of blood vessel size by renin...	1	0	0	1.0000
GO:0002040	sprouting angiogenesis	6	0	0,02	1.0000
GO:0002042	cell migration involved in sprouting ang...	2	0	0,01	1.0000
GO:0002043	blood vessel endothelial cell proliferat...	1	0	0	1.0000
GO:0002051	osteoblast fate commitment	1	0	0	1.0000
GO:0002052	positive regulation of neuroblast prolif...	3	0	0,01	1.0000
GO:0002053	positive regulation of mesenchymal cell ...	7	0	0,02	1.0000
GO:0002062	chondrocyte differentiation	10	0	0,03	1.0000
GO:0002063	chondrocyte development	3	0	0,01	1.0000
GO:0002064	epithelial cell development	18	0	0,05	1.0000
GO:0002065	columnar/cuboidal epithelial cell differ...	8	0	0,02	1.0000
GO:0002066	columnar/cuboidal epithelial cell develo...	2	0	0,01	1.0000
GO:0002067	glandular epithelial cell differentiatio...	4	0	0,01	1.0000
GO:0002068	glandular epithelial cell development	2	0	0,01	1.0000
GO:0002072	optic cup morphogenesis involved in came...	1	0	0	1.0000
GO:0002074	extraocular skeletal muscle development	1	0	0	1.0000
GO:0002076	osteoblast development	3	0	0,01	1.0000
GO:0002085	inhibition of neuroepithelial cell diffe...	1	0	0	1.0000
GO:0002086	diaphragm contraction	1	0	0	1.0000
GO:0002087	regulation of respiratory gaseous exchan...	3	0	0,01	1.0000
GO:0002088	lens development in camera-type eye	10	0	0,03	1.0000
GO:0002089	lens morphogenesis in camera-type eye	3	0	0,01	1.0000
GO:0002093	auditory receptor cell morphogenesis	1	0	0	1.0000
GO:0002115	store-operated calcium entry	3	0	0,01	1.0000
GO:0002118	aggressive behavior	2	0	0,01	1.0000
GO:0002121	inter-male aggressive behavior	1	0	0	1.0000
GO:0002125	maternal aggressive behavior	1	0	0	1.0000
GO:0002158	osteoclast proliferation	1	0	0	1.0000
GO:0002200	somatic diversification of immune recept...	10	0	0,03	1.0000
GO:0002204	somatic recombination of immunoglobulin ...	6	0	0,02	1.0000
GO:0002208	somatic diversification of immunoglobuli...	6	0	0,02	1.0000
GO:0002209	behavioral defense response	5	0	0,01	1.0000
GO:0002218	activation of innate immune response	20	0	0,05	1.0000
GO:0002221	pattern recognition receptor signaling p...	19	0	0,05	1.0000
GO:0002224	toll-like receptor signaling pathway	18	0	0,05	1.0000
GO:0002227	innate immune response in mucosa	2	0	0,01	1.0000
GO:0002228	natural killer cell mediated immunity	2	0	0,01	1.0000
GO:0002230	positive regulation of defense response ...	2	0	0,01	1.0000
GO:0002237	response to molecule of bacterial origin	26	0	0,07	1.0000
GO:0002244	hematopoietic progenitor cell differenti...	9	0	0,02	1.0000
GO:0002246	wound healing involved in inflammatory r...	1	0	0	1.0000
GO:0002248	connective tissue replacement involved i...	1	0	0	1.0000
GO:0002249	lymphocyte anergy	2	0	0,01	1.0000
GO:0002250	adaptive immune response	23	0	0,06	1.0000
GO:0002251	organ or tissue specific immune response	2	0	0,01	1.0000
GO:0002252	immune effector process	56	0	0,15	1.0000
GO:0002253	activation of immune response	46	0	0,12	1.0000
GO:0002254	kinin cascade	1	0	0	1.0000
GO:0002260	lymphocyte homeostasis	3	0	0,01	1.0000
GO:0002262	myeloid cell homeostasis	8	0	0,02	1.0000
GO:0002263	cell activation involved in immune respo...	18	0	0,05	1.0000
GO:0002274	myeloid leukocyte activation	20	0	0,05	1.0000
GO:0002275	myeloid cell activation involved in immu...	6	0	0,02	1.0000
GO:0002277	myeloid dendritic cell activation involv...	1	0	0	1.0000
GO:0002278	eosinophil activation involved in immune...	2	0	0,01	1.0000
GO:0002279	mast cell activation involved in immune ...	2	0	0,01	1.0000
GO:0002281	macrophage activation involved in immune...	1	0	0	1.0000
GO:0002282	microglial cell activation involved in i...	1	0	0	1.0000
GO:0002285	lymphocyte activation involved in immune...	13	0	0,03	1.0000
GO:0002286	T cell activation involved in immune res...	8	0	0,02	1.0000
GO:0002287	alpha-beta T cell activation involved in...	7	0	0,02	1.0000
GO:0002292	T cell differentiation involved in immun...	7	0	0,02	1.0000
GO:0002293	alpha-beta T cell differentiation involv...	7	0	0,02	1.0000
GO:0002294	CD4-positive, alpha-beta T cell differen...	6	0	0,02	1.0000
GO:0002295	T-helper cell lineage commitment	2	0	0,01	1.0000
GO:0002296	T-helper 1 cell lineage commitment	1	0	0	1.0000
GO:0002302	CD8-positive, alpha-beta T cell differen...	1	0	0	1.0000
GO:0002309	T cell proliferation involved in immune ...	1	0	0	1.0000
GO:0002312	B cell activation involved in immune res...	7	0	0,02	1.0000
GO:0002318	myeloid progenitor cell differentiation	1	0	0	1.0000
GO:0002320	lymphoid progenitor cell differentiation	3	0	0,01	1.0000
GO:0002322	B cell proliferation involved in immune ...	1	0	0	1.0000
GO:0002323	natural killer cell activation involved ...	1	0	0	1.0000
GO:0002327	immature B cell differentiation	2	0	0,01	1.0000
GO:0002328	pro-B cell differentiation	3	0	0,01	1.0000
GO:0002329	pre-B cell differentiation	1	0	0	1.0000
GO:0002347	response to tumor cell	3	0	0,01	1.0000
GO:0002353	plasma kallikrein-kinin cascade	1	0	0	1.0000
GO:0002360	T cell lineage commitment	2	0	0,01	1.0000
GO:0002363	alpha-beta T cell lineage commitment	2	0	0,01	1.0000
