GO.ID	Term	Annotated	Significant	Expected	Fisher
GO:0044464	cell part	14713	4	4,36	0.8736
GO:0005623	cell	14714	4	4,36	0.8737
GO:0005634	nucleus	5998	1	1,78	0.8887
GO:0005575	cellular_component	16880	5	5	1.0000
GO:0000015	phosphopyruvate hydratase complex	4	0	0	1.0000
GO:0000109	nucleotide-excision repair complex	13	0	0	1.0000
GO:0000110	nucleotide-excision repair factor 1 comp...	1	0	0	1.0000
GO:0000118	histone deacetylase complex	50	0	0,01	1.0000
GO:0000120	RNA polymerase I transcription factor co...	3	0	0	1.0000
GO:0000123	histone acetyltransferase complex	76	0	0,02	1.0000
GO:0000124	SAGA complex	4	0	0	1.0000
GO:0000125	PCAF complex	6	0	0	1.0000
GO:0000126	transcription factor TFIIIB complex	1	0	0	1.0000
GO:0000127	transcription factor TFIIIC complex	6	0	0	1.0000
GO:0000133	polarisome	1	0	0	1.0000
GO:0000137	Golgi cis cisterna	5	0	0	1.0000
GO:0000138	Golgi trans cisterna	5	0	0	1.0000
GO:0000139	Golgi membrane	571	0	0,17	1.0000
GO:0000145	exocyst	14	0	0	1.0000
GO:0000151	ubiquitin ligase complex	176	0	0,05	1.0000
GO:0000152	nuclear ubiquitin ligase complex	37	0	0,01	1.0000
GO:0000153	cytoplasmic ubiquitin ligase complex	8	0	0	1.0000
GO:0000159	protein phosphatase type 2A complex	20	0	0,01	1.0000
GO:0000164	protein phosphatase type 1 complex	5	0	0	1.0000
GO:0000172	ribonuclease MRP complex	2	0	0	1.0000
GO:0000176	nuclear exosome (RNase complex)	6	0	0	1.0000
GO:0000177	cytoplasmic exosome (RNase complex)	6	0	0	1.0000
GO:0000178	exosome (RNase complex)	20	0	0,01	1.0000
GO:0000214	tRNA-intron endonuclease complex	3	0	0	1.0000
GO:0000220	vacuolar proton-transporting V-type ATPa...	4	0	0	1.0000
GO:0000221	vacuolar proton-transporting V-type ATPa...	1	0	0	1.0000
GO:0000228	nuclear chromosome	307	0	0,09	1.0000
GO:0000229	cytoplasmic chromosome	2	0	0	1.0000
GO:0000235	astral microtubule	2	0	0	1.0000
GO:0000242	pericentriolar material	13	0	0	1.0000
GO:0000243	commitment complex	1	0	0	1.0000
GO:0000262	mitochondrial chromosome	1	0	0	1.0000
GO:0000275	mitochondrial proton-transporting ATP sy...	4	0	0	1.0000
GO:0000276	mitochondrial proton-transporting ATP sy...	6	0	0	1.0000
GO:0000307	cyclin-dependent protein kinase holoenzy...	17	0	0,01	1.0000
GO:0000308	cytoplasmic cyclin-dependent protein kin...	2	0	0	1.0000
GO:0000314	organellar small ribosomal subunit	18	0	0,01	1.0000
GO:0000323	lytic vacuole	446	0	0,13	1.0000
GO:0000346	transcription export complex	13	0	0	1.0000
GO:0000347	THO complex	6	0	0	1.0000
GO:0000407	pre-autophagosomal structure	18	0	0,01	1.0000
GO:0000421	autophagic vacuole membrane	19	0	0,01	1.0000
GO:0000428	DNA-directed RNA polymerase complex	107	0	0,03	1.0000
GO:0000439	core TFIIH complex	6	0	0	1.0000
GO:0000441	SSL2-core TFIIH complex	8	0	0	1.0000
GO:0000444	MIS12/MIND type complex	4	0	0	1.0000
GO:0000445	THO complex part of transcription export...	6	0	0	1.0000
GO:0000502	proteasome complex	65	0	0,02	1.0000
GO:0000506	glycosylphosphatidylinositol-N-acetylglu...	8	0	0	1.0000
GO:0000775	chromosome, centromeric region	155	0	0,05	1.0000
GO:0000776	kinetochore	108	0	0,03	1.0000
GO:0000777	condensed chromosome kinetochore	85	0	0,03	1.0000
GO:0000778	condensed nuclear chromosome kinetochore	7	0	0	1.0000
GO:0000779	condensed chromosome, centromeric region	89	0	0,03	1.0000
GO:0000780	condensed nuclear chromosome, centromeri...	14	0	0	1.0000
GO:0000781	chromosome, telomeric region	54	0	0,02	1.0000
GO:0000782	telomere cap complex	12	0	0	1.0000
GO:0000783	nuclear telomere cap complex	12	0	0	1.0000
GO:0000784	nuclear chromosome, telomeric region	25	0	0,01	1.0000
GO:0000785	chromatin	311	0	0,09	1.0000
GO:0000786	nucleosome	65	0	0,02	1.0000
GO:0000788	nuclear nucleosome	5	0	0	1.0000
GO:0000789	cytoplasmic chromatin	1	0	0	1.0000
GO:0000790	nuclear chromatin	164	0	0,05	1.0000
GO:0000791	euchromatin	18	0	0,01	1.0000
GO:0000792	heterochromatin	61	0	0,02	1.0000
GO:0000793	condensed chromosome	174	0	0,05	1.0000
GO:0000794	condensed nuclear chromosome	73	0	0,02	1.0000
GO:0000795	synaptonemal complex	31	0	0,01	1.0000
GO:0000796	condensin complex	6	0	0	1.0000
GO:0000797	condensin core heterodimer	1	0	0	1.0000
GO:0000798	nuclear cohesin complex	4	0	0	1.0000
GO:0000799	nuclear condensin complex	1	0	0	1.0000
GO:0000800	lateral element	11	0	0	1.0000
GO:0000801	central element	6	0	0	1.0000
GO:0000802	transverse filament	2	0	0	1.0000
GO:0000803	sex chromosome	22	0	0,01	1.0000
GO:0000805	X chromosome	5	0	0	1.0000
GO:0000806	Y chromosome	2	0	0	1.0000
GO:0000808	origin recognition complex	9	0	0	1.0000
GO:0000812	Swr1 complex	8	0	0	1.0000
GO:0000813	ESCRT I complex	9	0	0	1.0000
GO:0000815	ESCRT III complex	2	0	0	1.0000
GO:0000835	ER ubiquitin ligase complex	1	0	0	1.0000
GO:0000836	Hrd1p ubiquitin ligase complex	1	0	0	1.0000
GO:0000922	spindle pole	104	0	0,03	1.0000
GO:0000930	gamma-tubulin complex	15	0	0	1.0000
GO:0000931	gamma-tubulin large complex	7	0	0	1.0000
GO:0000932	cytoplasmic mRNA processing body	59	0	0,02	1.0000
GO:0000938	GARP complex	3	0	0	1.0000
GO:0000939	condensed chromosome inner kinetochore	2	0	0	1.0000
GO:0000940	condensed chromosome outer kinetochore	12	0	0	1.0000
GO:0000942	condensed nuclear chromosome outer kinet...	3	0	0	1.0000
GO:0000974	Prp19 complex	4	0	0	1.0000
GO:0001401	mitochondrial sorting and assembly machi...	1	0	0	1.0000
GO:0001518	voltage-gated sodium channel complex	14	0	0	1.0000
GO:0001520	outer dense fiber	7	0	0	1.0000
GO:0001527	microfibril	9	0	0	1.0000
GO:0001533	cornified envelope	21	0	0,01	1.0000
GO:0001534	radial spoke	1	0	0	1.0000
GO:0001650	fibrillar center	2	0	0	1.0000
GO:0001652	granular component	4	0	0	1.0000
GO:0001669	acrosomal vesicle	79	0	0,02	1.0000
GO:0001673	male germ cell nucleus	17	0	0,01	1.0000
GO:0001674	female germ cell nucleus	4	0	0	1.0000
GO:0001725	stress fiber	46	0	0,01	1.0000
GO:0001726	ruffle	139	0	0,04	1.0000
GO:0001739	sex chromatin	7	0	0	1.0000
GO:0001740	Barr body	3	0	0	1.0000
GO:0001741	XY body	12	0	0	1.0000
GO:0001750	photoreceptor outer segment	56	0	0,02	1.0000
GO:0001772	immunological synapse	24	0	0,01	1.0000
GO:0001891	phagocytic cup	14	0	0	1.0000
GO:0001917	photoreceptor inner segment	27	0	0,01	1.0000
GO:0001931	uropod	8	0	0	1.0000
GO:0001939	female pronucleus	8	0	0	1.0000
GO:0001940	male pronucleus	5	0	0	1.0000
GO:0002079	inner acrosomal membrane	3	0	0	1.0000
GO:0002080	acrosomal membrane	16	0	0	1.0000
GO:0002081	outer acrosomal membrane	2	0	0	1.0000
GO:0002095	caveolar macromolecular signaling comple...	1	0	0	1.0000
GO:0002102	podosome	18	0	0,01	1.0000
GO:0002116	semaphorin receptor complex	7	0	0	1.0000
GO:0002133	polycystin complex	2	0	0	1.0000
GO:0002139	stereocilia coupling link	4	0	0	1.0000
GO:0002141	stereocilia ankle link	4	0	0	1.0000
GO:0002142	stereocilia ankle link complex	4	0	0	1.0000
GO:0002177	manchette	3	0	0	1.0000
GO:0002178	palmitoyltransferase complex	8	0	0	1.0000
GO:0002189	ribose phosphate diphosphokinase complex	3	0	0	1.0000
GO:0002193	MAML1-RBP-Jkappa- ICN1 complex	3	0	0	1.0000
GO:0002199	zona pellucida receptor complex	11	0	0	1.0000
GO:0002944	cyclin K-CDK12 complex	2	0	0	1.0000
GO:0002945	cyclin K-CDK13 complex	2	0	0	1.0000
GO:0002947	tumor necrosis factor receptor superfami...	1	0	0	1.0000
GO:0005576	extracellular region	3495	0	1,04	1.0000
GO:0005577	fibrinogen complex	8	0	0	1.0000
GO:0005578	proteinaceous extracellular matrix	366	0	0,11	1.0000
GO:0005579	membrane attack complex	7	0	0	1.0000
GO:0005581	collagen	88	0	0,03	1.0000
GO:0005582	collagen type XV	1	0	0	1.0000
GO:0005583	fibrillar collagen	12	0	0	1.0000
GO:0005584	collagen type I	2	0	0	1.0000
GO:0005585	collagen type II	1	0	0	1.0000
GO:0005586	collagen type III	1	0	0	1.0000
GO:0005587	collagen type IV	6	0	0	1.0000
GO:0005588	collagen type V	3	0	0	1.0000
GO:0005589	collagen type VI	3	0	0	1.0000
GO:0005590	collagen type VII	1	0	0	1.0000
GO:0005591	collagen type VIII	1	0	0	1.0000
GO:0005592	collagen type XI	2	0	0	1.0000
GO:0005593	FACIT collagen	6	0	0	1.0000
GO:0005594	collagen type IX	3	0	0	1.0000
GO:0005595	collagen type XII	1	0	0	1.0000
GO:0005596	collagen type XIV	1	0	0	1.0000
GO:0005597	collagen type XVI	1	0	0	1.0000
GO:0005598	short-chain collagen	1	0	0	1.0000
GO:0005600	collagen type XIII	1	0	0	1.0000
GO:0005602	complement component C1 complex	2	0	0	1.0000
GO:0005604	basement membrane	90	0	0,03	1.0000
GO:0005605	basal lamina	21	0	0,01	1.0000
GO:0005606	laminin-1 complex	7	0	0	1.0000
GO:0005607	laminin-2 complex	2	0	0	1.0000
GO:0005608	laminin-3 complex	2	0	0	1.0000
GO:0005610	laminin-5 complex	4	0	0	1.0000
GO:0005614	interstitial matrix	15	0	0	1.0000
GO:0005615	extracellular space	1102	0	0,33	1.0000
GO:0005618	cell wall	1	0	0	1.0000
GO:0005635	nuclear envelope	332	0	0,1	1.0000
GO:0005637	nuclear inner membrane	34	0	0,01	1.0000
GO:0005638	lamin filament	4	0	0	1.0000
GO:0005639	integral component of nuclear inner memb...	5	0	0	1.0000
GO:0005640	nuclear outer membrane	24	0	0,01	1.0000
GO:0005641	nuclear envelope lumen	7	0	0	1.0000
GO:0005642	annulate lamellae	2	0	0	1.0000
GO:0005643	nuclear pore	66	0	0,02	1.0000
GO:0005652	nuclear lamina	7	0	0	1.0000
GO:0005654	nucleoplasm	1445	0	0,43	1.0000
GO:0005655	nucleolar ribonuclease P complex	7	0	0	1.0000
GO:0005657	replication fork	47	0	0,01	1.0000
GO:0005658	alpha DNA polymerase:primase complex	4	0	0	1.0000
GO:0005662	DNA replication factor A complex	7	0	0	1.0000
GO:0005663	DNA replication factor C complex	6	0	0	1.0000
GO:0005664	nuclear origin of replication recognitio...	9	0	0	1.0000
GO:0005665	DNA-directed RNA polymerase II, core com...	15	0	0	1.0000
GO:0005666	DNA-directed RNA polymerase III complex	15	0	0	1.0000
GO:0005667	transcription factor complex	279	0	0,08	1.0000
GO:0005669	transcription factor TFIID complex	22	0	0,01	1.0000
GO:0005671	Ada2/Gcn5/Ada3 transcription activator c...	16	0	0	1.0000
GO:0005672	transcription factor TFIIA complex	5	0	0	1.0000
GO:0005673	transcription factor TFIIE complex	1	0	0	1.0000
GO:0005674	transcription factor TFIIF complex	2	0	0	1.0000
GO:0005675	holo TFIIH complex	11	0	0	1.0000
GO:0005677	chromatin silencing complex	7	0	0	1.0000
GO:0005680	anaphase-promoting complex	21	0	0,01	1.0000
GO:0005681	spliceosomal complex	148	0	0,04	1.0000
GO:0005682	U5 snRNP	6	0	0	1.0000
GO:0005683	U7 snRNP	7	0	0	1.0000
GO:0005684	U2-type spliceosomal complex	6	0	0	1.0000
GO:0005685	U1 snRNP	14	0	0	1.0000
GO:0005686	U2 snRNP	4	0	0	1.0000
GO:0005687	U4 snRNP	9	0	0	1.0000
GO:0005688	U6 snRNP	2	0	0	1.0000
GO:0005689	U12-type spliceosomal complex	24	0	0,01	1.0000
GO:0005690	U4atac snRNP	1	0	0	1.0000
GO:0005694	chromosome	663	0	0,2	1.0000
GO:0005697	telomerase holoenzyme complex	6	0	0	1.0000
GO:0005712	chiasma	2	0	0	1.0000
GO:0005719	nuclear euchromatin	15	0	0	1.0000
GO:0005720	nuclear heterochromatin	28	0	0,01	1.0000
GO:0005721	centromeric heterochromatin	11	0	0	1.0000
GO:0005724	nuclear telomeric heterochromatin	2	0	0	1.0000
GO:0005726	perichromatin fibrils	3	0	0	1.0000
GO:0005730	nucleolus	679	0	0,2	1.0000
GO:0005731	nucleolus organizer region	1	0	0	1.0000
GO:0005732	small nucleolar ribonucleoprotein comple...	13	0	0	1.0000
GO:0005736	DNA-directed RNA polymerase I complex	13	0	0	1.0000
GO:0005741	mitochondrial outer membrane	132	0	0,04	1.0000
GO:0005742	mitochondrial outer membrane translocase...	7	0	0	1.0000
GO:0005744	mitochondrial inner membrane presequence...	9	0	0	1.0000
GO:0005749	mitochondrial respiratory chain complex ...	4	0	0	1.0000
GO:0005750	mitochondrial respiratory chain complex ...	7	0	0	1.0000
GO:0005751	mitochondrial respiratory chain complex ...	4	0	0	1.0000
GO:0005753	mitochondrial proton-transporting ATP sy...	20	0	0,01	1.0000
GO:0005754	mitochondrial proton-transporting ATP sy...	1	0	0	1.0000
GO:0005757	mitochondrial permeability transition po...	1	0	0	1.0000
GO:0005758	mitochondrial intermembrane space	59	0	0,02	1.0000
GO:0005760	gamma DNA polymerase complex	2	0	0	1.0000
GO:0005763	mitochondrial small ribosomal subunit	18	0	0,01	1.0000
GO:0005764	lysosome	446	0	0,13	1.0000
GO:0005765	lysosomal membrane	235	0	0,07	1.0000
GO:0005766	primary lysosome	8	0	0	1.0000
GO:0005767	secondary lysosome	5	0	0	1.0000
GO:0005768	endosome	619	0	0,18	1.0000
GO:0005769	early endosome	215	0	0,06	1.0000
GO:0005770	late endosome	173	0	0,05	1.0000
GO:0005771	multivesicular body	27	0	0,01	1.0000
GO:0005773	vacuole	497	0	0,15	1.0000
GO:0005774	vacuolar membrane	266	0	0,08	1.0000
GO:0005775	vacuolar lumen	77	0	0,02	1.0000
GO:0005776	autophagic vacuole	39	0	0,01	1.0000
GO:0005777	peroxisome	123	0	0,04	1.0000
GO:0005778	peroxisomal membrane	55	0	0,02	1.0000
GO:0005779	integral component of peroxisomal membra...	14	0	0	1.0000
GO:0005782	peroxisomal matrix	35	0	0,01	1.0000
GO:0005784	Sec61 translocon complex	3	0	0	1.0000
GO:0005785	signal recognition particle receptor com...	3	0	0	1.0000
GO:0005786	signal recognition particle, endoplasmic...	6	0	0	1.0000
GO:0005787	signal peptidase complex	3	0	0	1.0000
GO:0005789	endoplasmic reticulum membrane	793	0	0,23	1.0000
GO:0005790	smooth endoplasmic reticulum	18	0	0,01	1.0000
GO:0005791	rough endoplasmic reticulum	52	0	0,02	1.0000
GO:0005793	endoplasmic reticulum-Golgi intermediate...	67	0	0,02	1.0000
GO:0005794	Golgi apparatus	1221	0	0,36	1.0000
GO:0005795	Golgi stack	118	0	0,03	1.0000
GO:0005796	Golgi lumen	87	0	0,03	1.0000
GO:0005797	Golgi medial cisterna	3	0	0	1.0000
GO:0005798	Golgi-associated vesicle	61	0	0,02	1.0000
GO:0005801	cis-Golgi network	31	0	0,01	1.0000
GO:0005802	trans-Golgi network	129	0	0,04	1.0000
GO:0005811	lipid particle	52	0	0,02	1.0000
GO:0005813	centrosome	374	0	0,11	1.0000
GO:0005814	centriole	70	0	0,02	1.0000
GO:0005815	microtubule organizing center	490	0	0,15	1.0000
GO:0005816	spindle pole body	1	0	0	1.0000
GO:0005818	aster	2	0	0	1.0000
GO:0005819	spindle	251	0	0,07	1.0000
GO:0005826	actomyosin contractile ring	5	0	0	1.0000
GO:0005827	polar microtubule	5	0	0	1.0000
GO:0005828	kinetochore microtubule	5	0	0	1.0000
GO:0005829	cytosol	2597	0	0,77	1.0000
GO:0005832	chaperonin-containing T-complex	9	0	0	1.0000
GO:0005833	hemoglobin complex	11	0	0	1.0000
GO:0005834	heterotrimeric G-protein complex	35	0	0,01	1.0000
GO:0005838	proteasome regulatory particle	11	0	0	1.0000
GO:0005839	proteasome core complex	20	0	0,01	1.0000
GO:0005844	polysome	29	0	0,01	1.0000
GO:0005845	mRNA cap binding complex	12	0	0	1.0000
GO:0005846	nuclear cap binding complex	2	0	0	1.0000
GO:0005847	mRNA cleavage and polyadenylation specif...	9	0	0	1.0000
GO:0005849	mRNA cleavage factor complex	14	0	0	1.0000
GO:0005850	eukaryotic translation initiation factor...	3	0	0	1.0000
GO:0005851	eukaryotic translation initiation factor...	6	0	0	1.0000
GO:0005852	eukaryotic translation initiation factor...	16	0	0	1.0000
GO:0005853	eukaryotic translation elongation factor...	5	0	0	1.0000
GO:0005854	nascent polypeptide-associated complex	1	0	0	1.0000
GO:0005856	cytoskeleton	1844	0	0,55	1.0000
GO:0005858	axonemal dynein complex	12	0	0	1.0000
GO:0005859	muscle myosin complex	17	0	0,01	1.0000
GO:0005861	troponin complex	8	0	0	1.0000
GO:0005862	muscle thin filament tropomyosin	4	0	0	1.0000
GO:0005863	striated muscle myosin thick filament	3	0	0	1.0000
GO:0005865	striated muscle thin filament	17	0	0,01	1.0000
GO:0005868	cytoplasmic dynein complex	25	0	0,01	1.0000
GO:0005869	dynactin complex	8	0	0	1.0000
GO:0005871	kinesin complex	50	0	0,01	1.0000
GO:0005873	plus-end kinesin complex	2	0	0	1.0000
GO:0005874	microtubule	361	0	0,11	1.0000
GO:0005875	microtubule associated complex	132	0	0,04	1.0000
GO:0005876	spindle microtubule	43	0	0,01	1.0000
GO:0005879	axonemal microtubule	3	0	0	1.0000
GO:0005881	cytoplasmic microtubule	52	0	0,02	1.0000
GO:0005882	intermediate filament	188	0	0,06	1.0000
GO:0005883	neurofilament	8	0	0	1.0000
GO:0005884	actin filament	56	0	0,02	1.0000
GO:0005885	Arp2/3 protein complex	8	0	0	1.0000
GO:0005886	plasma membrane	4413	0	1,31	1.0000
GO:0005887	integral component of plasma membrane	1261	0	0,37	1.0000
GO:0005889	hydrogen:potassium-exchanging ATPase com...	1	0	0	1.0000
GO:0005890	sodium:potassium-exchanging ATPase compl...	10	0	0	1.0000
GO:0005891	voltage-gated calcium channel complex	37	0	0,01	1.0000
GO:0005892	acetylcholine-gated channel complex	16	0	0	1.0000
GO:0005895	interleukin-5 receptor complex	1	0	0	1.0000
GO:0005896	interleukin-6 receptor complex	3	0	0	1.0000
GO:0005898	interleukin-13 receptor complex	1	0	0	1.0000
GO:0005899	insulin receptor complex	3	0	0	1.0000
GO:0005900	oncostatin-M receptor complex	3	0	0	1.0000
GO:0005901	caveola	63	0	0,02	1.0000
GO:0005902	microvillus	72	0	0,02	1.0000
GO:0005903	brush border	65	0	0,02	1.0000
GO:0005905	coated pit	60	0	0,02	1.0000
GO:0005911	cell-cell junction	304	0	0,09	1.0000
GO:0005912	adherens junction	200	0	0,06	1.0000
GO:0005913	cell-cell adherens junction	46	0	0,01	1.0000
GO:0005914	spot adherens junction	1	0	0	1.0000
GO:0005915	zonula adherens	9	0	0	1.0000
GO:0005916	fascia adherens	13	0	0	1.0000
GO:0005921	gap junction	30	0	0,01	1.0000
GO:0005922	connexon complex	20	0	0,01	1.0000
GO:0005923	tight junction	103	0	0,03	1.0000
GO:0005924	cell-substrate adherens junction	132	0	0,04	1.0000
GO:0005925	focal adhesion	126	0	0,04	1.0000
GO:0005927	muscle tendon junction	5	0	0	1.0000
GO:0005929	cilium	347	0	0,1	1.0000
GO:0005930	axoneme	55	0	0,02	1.0000
GO:0005938	cell cortex	208	0	0,06	1.0000
GO:0005942	phosphatidylinositol 3-kinase complex	14	0	0	1.0000
GO:0005943	1-phosphatidylinositol-4-phosphate 3-kin...	2	0	0	1.0000
GO:0005944	1-phosphatidylinositol-4-phosphate 3-kin...	3	0	0	1.0000
GO:0005945	6-phosphofructokinase complex	3	0	0	1.0000
GO:0005947	mitochondrial alpha-ketoglutarate dehydr...	4	0	0	1.0000
GO:0005952	cAMP-dependent protein kinase complex	9	0	0	1.0000
GO:0005953	CAAX-protein geranylgeranyltransferase c...	2	0	0	1.0000
GO:0005954	calcium- and calmodulin-dependent protei...	4	0	0	1.0000
GO:0005955	calcineurin complex	4	0	0	1.0000
GO:0005956	protein kinase CK2 complex	1	0	0	1.0000
GO:0005958	DNA-dependent protein kinase-DNA ligase ...	4	0	0	1.0000
GO:0005960	glycine cleavage complex	2	0	0	1.0000
GO:0005964	phosphorylase kinase complex	4	0	0	1.0000
GO:0005965	protein farnesyltransferase complex	2	0	0	1.0000
GO:0005967	mitochondrial pyruvate dehydrogenase com...	3	0	0	1.0000
GO:0005968	Rab-protein geranylgeranyltransferase co...	4	0	0	1.0000
GO:0005969	serine-pyruvate aminotransferase complex	1	0	0	1.0000
GO:0005971	ribonucleoside-diphosphate reductase com...	1	0	0	1.0000
GO:0008021	synaptic vesicle	107	0	0,03	1.0000
GO:0008023	transcription elongation factor complex	34	0	0,01	1.0000
GO:0008024	positive transcription elongation factor...	4	0	0	1.0000
GO:0008043	intracellular ferritin complex	2	0	0	1.0000
GO:0008074	guanylate cyclase complex, soluble	2	0	0	1.0000
GO:0008076	voltage-gated potassium channel complex	70	0	0,02	1.0000
GO:0008091	spectrin	9	0	0	1.0000
GO:0008180	COP9 signalosome	35	0	0,01	1.0000
GO:0008250	oligosaccharyltransferase complex	10	0	0	1.0000
GO:0008274	gamma-tubulin ring complex	7	0	0	1.0000
GO:0008275	gamma-tubulin small complex	1	0	0	1.0000
GO:0008278	cohesin complex	12	0	0	1.0000
GO:0008280	cohesin core heterodimer	1	0	0	1.0000
GO:0008282	ATP-sensitive potassium channel complex	3	0	0	1.0000
GO:0008287	protein serine/threonine phosphatase com...	43	0	0,01	1.0000
GO:0008290	F-actin capping protein complex	8	0	0	1.0000
GO:0008305	integrin complex	30	0	0,01	1.0000
GO:0008328	ionotropic glutamate receptor complex	45	0	0,01	1.0000
GO:0008352	katanin complex	1	0	0	1.0000
GO:0008385	IkappaB kinase complex	11	0	0	1.0000
GO:0008537	proteasome activator complex	3	0	0	1.0000
GO:0008540	proteasome regulatory particle, base sub...	4	0	0	1.0000
GO:0008541	proteasome regulatory particle, lid subc...	1	0	0	1.0000
GO:0008622	epsilon DNA polymerase complex	5	0	0	1.0000
GO:0008623	CHRAC	2	0	0	1.0000
GO:0009279	cell outer membrane	6	0	0	1.0000
GO:0009295	nucleoid	40	0	0,01	1.0000
GO:0009330	DNA topoisomerase complex (ATP-hydrolyzi...	1	0	0	1.0000
GO:0009331	glycerol-3-phosphate dehydrogenase compl...	3	0	0	1.0000
GO:0009346	citrate lyase complex	2	0	0	1.0000
GO:0009360	DNA polymerase III complex	1	0	0	1.0000
GO:0009368	endopeptidase Clp complex	1	0	0	1.0000
GO:0009841	mitochondrial endopeptidase Clp complex	1	0	0	1.0000
GO:0009897	external side of plasma membrane	215	0	0,06	1.0000
GO:0009898	cytoplasmic side of plasma membrane	53	0	0,02	1.0000
GO:0009925	basal plasma membrane	29	0	0,01	1.0000
GO:0009986	cell surface	529	0	0,16	1.0000
GO:0010008	endosome membrane	340	0	0,1	1.0000
GO:0010369	chromocenter	11	0	0	1.0000
GO:0010370	perinucleolar chromocenter	1	0	0	1.0000
GO:0010494	cytoplasmic stress granule	30	0	0,01	1.0000
GO:0012506	vesicle membrane	422	0	0,12	1.0000
GO:0012507	ER to Golgi transport vesicle membrane	38	0	0,01	1.0000
GO:0012510	trans-Golgi network transport vesicle me...	12	0	0	1.0000
GO:0014069	postsynaptic density	117	0	0,03	1.0000
GO:0014701	junctional sarcoplasmic reticulum membra...	10	0	0	1.0000
GO:0014704	intercalated disc	43	0	0,01	1.0000
GO:0014705	C zone	1	0	0	1.0000
GO:0014731	spectrin-associated cytoskeleton	8	0	0	1.0000
GO:0014801	longitudinal sarcoplasmic reticulum	1	0	0	1.0000
GO:0014802	terminal cisterna	4	0	0	1.0000
GO:0014804	terminal cisterna lumen	1	0	0	1.0000
GO:0015030	Cajal body	39	0	0,01	1.0000
GO:0015629	actin cytoskeleton	381	0	0,11	1.0000
GO:0015630	microtubule cytoskeleton	894	0	0,26	1.0000
GO:0015935	small ribosomal subunit	59	0	0,02	1.0000
GO:0016010	dystrophin-associated glycoprotein compl...	22	0	0,01	1.0000
GO:0016011	dystroglycan complex	7	0	0	1.0000
GO:0016012	sarcoglycan complex	6	0	0	1.0000
GO:0016013	syntrophin complex	4	0	0	1.0000
GO:0016023	cytoplasmic membrane-bounded vesicle	949	0	0,28	1.0000
GO:0016028	rhabdomere	1	0	0	1.0000
